# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
"1090 ","Speziali, Filippo","$6,425 ","$5,235 ","$1,190","$9,452"
"1091 ","Pozzi, Davide","$6,413 ","$0 ","$6,413","$11,118"
"1092 ","Kikuchi, Yuta","$6,406 ","$5,320 ","$1,086","$9,194"
"1093 ","Jurajda, Adam","$6,355 ","$3,387 ","$2,968","$8,674"
"1094 ","Maamoun, Karim-Mohamed","$6,316 ","$4,837 ","$1,479","$180,112"
"1095 ","Galdos, Sergio","$6,315 ","$780 ","$5,535","$172,333"
"1096 ","Wallin, Olle","$6,287 ","$5,815 ",$472,"$6,545"
"1097 ","Rodesch, Chris","$6,270 ","$4,838 ","$1,432","$7,336"
"1098T ","Musialek, Alexis","$6,245 ","$4,835 ","$1,410","$126,697"
"1098T ","Suksumrarn, Thantub","$6,245 ","$3,000 ","$3,245","$7,307"
"1100T ","Cigarran, Thiago","$6,227 ","$4,351 ","$1,876","$8,873"
"Page 25 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1100T ","Gagliardo, Lorenzo","$6,227 ","$4,293 ","$1,934","$12,787"
"1102 ","Brown, Preston","$6,226 ","$4,716 ","$1,510","$17,907"
"1103 ","Hermans, Mats","$6,211 ","$520 ","$5,691","$23,676"
"1104 ","Claverie, Lorenzo","$6,208 ","$4,484 ","$1,724","$11,106"
"1105 ","Yamanaka, Taiyo","$6,188 ","$4,864 ","$1,324","$11,302"
"1106 ","Sookton-eng, Chanchai","$6,162 ","$4,131 ","$2,031","$21,453"
"1107 ","Benchakroun, Mehdi","$6,154 ","$3,544 ","$2,610","$6,574"
"1108 ","Wassermann, Deney","$6,126 ","$5,447 ",$679,"$10,249"
"1109 ","Philippov, Evgeny","$6,094 ","$5,228 ",$866,"$10,542"
"1110 ","Pospisil, Jaroslav","$6,084 ","$1,470 ","$4,614","$566,440"
"1111 ","Trongcharoenchaikul, Wishaya","$6,055 ","$4,416 ","$1,639","$85,210"
"1112 ","Kodat, Toby Alex","$6,027 ","$4,860 ","$1,167","$46,572"
"1113 ","Nava, Eduardo","$6,021 ","$4,169 ","$1,852","$17,492"
"1114 ","Lemstra, Kai","$6,012 ","$3,088 ","$2,924","$22,125"
"1115 ","Falabella, Lautaro Agustin","$5,982 ","$3,730 ","$2,252","$10,708"
"1116 ","Charoenphon, Yuttana","$5,972 ","$4,665 ","$1,307","$9,604"
"1117 ","Alcantara, Francis Casey","$5,957 ","$156 ","$5,801","$41,401"
"1118 ","Lambling, Raphael","$5,955 ","$5,275 ",$680,"$7,099"
"1119 ","Aitkulov, Arslanbek","$5,942 ","$5,378 ",$564,"$6,296"
"1120 ","Martinez, Louroi","$5,931 ","$3,750 ","$2,181","$24,220"
"1121 ","De Rueda De Genover, Ignasi","$5,893 ","$4,423 ","$1,470","$10,805"
"1122 ","Nincevic, Frane","$5,887 ","$2,395 ","$3,492","$17,203"
"1123T ","Al Janahi, Abdulrahman","$5,860 ","$0 ","$5,860","$16,450"
"1123T ","Alawadhi, Omar","$5,860 ","$0 ","$5,860","$152,288"
"1125 ","Zahraj, Patrick","$5,850 ","$2,661 ","$3,189","$10,986"
"1126 ","Ricca, Giorgio","$5,846 ","$3,136 ","$2,710","$42,741"
"1127 ","Cavrak, Ken","$5,839 ","$4,763 ","$1,076","$8,249"
"1128 ","Vance, Jamie","$5,814 ","$0 ","$5,814","$7,750"
"1129 ","Tumasonis, Gabriel","$5,804 ","$4,138 ","$1,666","$10,326"
"1130 ","Yamasaki, Jumpei","$5,803 ","$4,692 ","$1,111","$64,530"
"1131 ","Catini, Niccolo","$5,801 ","$3,932 ","$1,869","$6,359"
"1132 ","Pecotic, Matija","$5,796 ","$5,796 ",$0,"$112,110"
"1133 ","Asaba, Abraham","$5,778 ","$728 ","$5,050","$9,418"
"1134 ","Giacalone, Omar","$5,775 ","$4,356 ","$1,419","$110,342"
"1135 ","Milev, Yanaki","$5,766 ","$2,094 ","$3,672","$6,450"
"1136 ","Cloes, Loic","$5,731 ","$3,542 ","$2,189","$13,605"
"1137 ","Rajski, Maciej","$5,725 ","$5,415 ",$310,"$61,050"
"1138 ","Vasiliauskas, Matas","$5,700 ","$4,418 ","$1,282","$8,802"
"1139 ","Dembek, Michal","$5,699 ","$2,890 ","$2,809","$67,168"
"1140 ","Damas, Miguel","$5,665 ","$5,203 ",$462,"$20,273"
"1141 ","Isomura, Kokoro","$5,652 ","$4,340 ","$1,312","$7,062"
"1142 ","Denisov, Ivan","$5,601 ","$2,996 ","$2,605","$9,775"
"1143T ","Aubriot, Alexandre","$5,555 ","$4,579 ",$976,"$8,375"
"1143T ","Sanchez, Manuel","$5,555 ","$780 ","$4,775","$125,968"
"Page 26 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1145 ","Kumasaka, Takuya","$5,532 ","$4,902 ",$630,"$7,772"
"1146 ","Sec, Sebastian","$5,531 ","$5,441 ",$90,"$5,531"
"1147 ","Pampanin, Pietro","$5,528 ","$3,687 ","$1,841","$7,241"
"1148 ","Sancic, Antonio","$5,526 ","$0 ","$5,526","$277,711"
"1149 ","Prado Angelo, Juan Carlos","$5,523 ","$4,312 ","$1,211","$5,679"
"1150 ","Bybel, Nicholas","$5,520 ","$2,872 ","$2,648","$18,730"
"1151 ","Alvarez, Luis Carlos","$5,511 ","$5,181 ",$330,"$5,511"
"1152 ","Marcondes, Igor","$5,500 ","$5,150 ",$350,"$59,532"
"1153 ","Schachter, Noah","$5,481 ","$2,482 ","$2,999","$9,737"
"1154 ","Sheehy, Joshua","$5,480 ","$3,362 ","$2,118","$9,250"
"1155 ","Valsecchi, Paul","$5,435 ","$3,363 ","$2,072","$15,405"
"1156 ","Bollipalli, Rithvik Choudary","$5,403 ","$0 ","$5,403","$5,403"
"1157 ","Pontoglio, Davide","$5,402 ","$4,145 ","$1,257","$17,103"
"1158 ","Farren, Connor","$5,391 ","$5,301 ",$90,"$56,055"
"1159 ","Stakusic, Marko","$5,374 ","$4,116 ","$1,258","$6,192"
"1160 ","Rubio Fierros, Alan Fernando","$5,372 ","$3,970 ","$1,402","$12,499"
"1161 ","Barton, Hynek","$5,352 ","$4,882 ",$470,"$5,352"
"1162 ","Strode, Isaiah","$5,348 ","$4,636 ",$712,"$26,997"
"1163 ","Pereira, Miguel Fernando","$5,342 ","$1,546 ","$3,796","$13,245"
"1164 ","Rodenas, Pedro","$5,322 ","$5,226 ",$96,"$6,152"
"1165 ","Evans, Tom","$5,312 ","$3,874 ","$1,438","$7,575"
"1166 ","Brumm, Jacob","$5,301 ","$4,070 ","$1,231","$8,848"
"1167 ","Bar Biryukov, Petr","$5,289 ","$3,070 ","$2,219","$8,847"
"1168T ","Matas Ortega, Xavi","$5,280 ","$5,184 ",$96,"$6,514"
"1168T ","Virgili, Augusto","$5,280 ","$364 ","$4,916","$12,859"
"1170 ","Ostapenkov, Daniil","$5,271 ","$3,002 ","$2,269","$6,207"
"1171 ","Sorger, Sebastian","$5,226 ","$4,458 ",$768,"$5,478"
"1172 ","Ktiri, Marc Othman","$5,223 ","$4,310 ",$913,"$10,809"
"1173 ","De Rossi, Marco","$5,220 ","$3,703 ","$1,517","$12,074"
"1174 ","Kang, Kyle","$5,219 ","$4,691 ",$528,"$5,779"
"1175 ","Abderrahman, Wissam","$5,212 ","$3,694 ","$1,518","$7,930"
"1176 ","Evans, Gabriel","$5,210 ","$4,240 ",$970,"$6,454"
"1177T ","Liaonenka, Aliaksandr","$5,198 ","$2,386 ","$2,812","$20,875"
"1177T ","Pearson, Kody","$5,198 ","$3,600 ","$1,598","$15,764"
"1179 ","Hodkin, Sean","$5,140 ","$4,176 ",$964,"$15,368"
"1180 ","Franco, Tobias","$5,035 ","$3,705 ","$1,330","$6,309"
"1181 ","Cook, Ethan","$5,027 ","$2,500 ","$2,527","$5,027"
"1182 ","Bresciani, Lorenzo","$5,006 ","$3,856 ","$1,150","$5,624"
"1183 ","Zakaryia, Faris","$4,962 ","$3,062 ","$1,900","$8,892"
"1184 ","Nusdeo, Joao Marcos","$4,948 ","$3,704 ","$1,244","$10,352"
"1185 ","Oetzbach, Adrian","$4,944 ","$3,314 ","$1,630","$14,466"
"1186 ","Gomes, Miguel","$4,927 ","$3,797 ","$1,130","$8,411"
"1187 ","Campana, Federico","$4,914 ","$3,100 ","$1,814","$9,294"
"1188 ","Lalami Laaroussi, Younes","$4,913 ","$3,323 ","$1,590","$6,119"
"Page 27 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1189 ","Martin, Toby","$4,888 ","$3,614 ","$1,274","$64,036"
"1190 ","Darras, Mayeul","$4,881 ","$3,152 ","$1,729","$11,091"
"1191 ","Efstathiou, Menelaos","$4,865 ","$4,022 ",$843,"$10,521"
"1192 ","Sach, Tai","$4,856 ","$2,754 ","$2,102","$4,856"
"1193 ","Boitan, Gabi Adrian","$4,851 ","$4,242 ",$609,"$18,429"
"1194 ","Osorio, Juan Sebastian","$4,841 ","$2,696 ","$2,145","$6,914"
"1195 ","Urrea, Andres","$4,838 ","$1,300 ","$3,538","$11,511"
"1196 ","Nishiwaki, Kazuki","$4,830 ","$4,364 ",$466,"$23,169"
"1197 ","Kalender, Admir","$4,818 ","$3,231 ","$1,587","$15,970"
"1198 ","Pennaforti, Gabriele","$4,811 ","$3,881 ",$930,"$5,219"
"1199 ","Blockx, Alexander","$4,807 ","$2,903 ","$1,904","$4,807"
"1200 ","Nordquist, Arvid","$4,802 ","$4,490 ",$312,"$11,102"
"1201 ","Ahouda, Walid","$4,794 ","$2,092 ","$2,702","$5,004"
"1202 ","Vocel, Matej","$4,763 ","$2,441 ","$2,322","$34,942"
"1203 ","Welte, Milan","$4,747 ","$4,345 ",$402,"$22,108"
"1204 ","Okamura, Issei","$4,736 ","$3,236 ","$1,500","$54,083"
"1205 ","Heck, Hunter","$4,729 ","$3,174 ","$1,555","$6,087"
"1206 ","Congcar, Congsup","$4,721 ","$2,585 ","$2,136","$26,638"
"1207 ","Jansen, William","$4,713 ","$3,443 ","$1,270","$15,014"
"1208 ","Baadi, Taha","$4,712 ","$4,064 ",$648,"$15,687"
"1209 ","Doria, Luciano","$4,711 ","$3,281 ","$1,430","$21,948"
"1210 ","Bertuccioli, Federico","$4,707 ","$2,431 ","$2,276","$14,555"
"1211 ","El Sallaly, Akram","$4,691 ","$2,650 ","$2,041","$16,253"
"1212 ","Markovski, Obrad","$4,688 ","$3,156 ","$1,532","$7,354"
"1213 ","Shanmugam, Abhinav Sanjeev","$4,668 ","$3,318 ","$1,350","$22,545"
"1214 ","Tracy, James","$4,647 ","$3,643 ","$1,004","$7,217"
"1215 ","Mikrut, Luka","$4,646 ","$2,688 ","$1,958","$5,691"
"1216 ","Koaykul, Krittin","$4,634 ","$3,272 ","$1,362","$9,044"
"1217 ","Bolardt, Antonin","$4,626 ","$2,434 ","$2,192","$14,345"
"1218 ","Rojas, Olivier","$4,622 ","$2,612 ","$2,010","$7,530"
"1219 ","Toledo Bague, Pol","$4,620 ","$3,962 ",$658,"$128,300"
"1220 ","Saraiva Dos Santos, Paulo Andre","$4,614 ","$3,236 ","$1,378","$7,602"
"1221 ","Ponchet, Matt","$4,604 ","$3,134 ","$1,470","$5,214"
"1222 ","Pavlekovich Smith, Thomas","$4,592 ","$2,886 ","$1,706","$4,802"
"1223 ","Moghini, Gabriele","$4,589 ","$2,947 ","$1,642","$10,841"
"1224 ","Calzi, Raphael","$4,580 ","$1,248 ","$3,332","$7,824"
"1225 ","Cui, Jie","$4,574 ","$3,548 ","$1,026","$40,955"
"1226 ","Kiger, Mac","$4,571 ","$2,637 ","$1,934","$5,711"
"1227 ","Smith, Jordan","$4,558 ","$2,496 ","$2,062","$5,418"
"1228 ","Bagnolini, Daniel","$4,556 ","$3,902 ",$654,"$5,606"
"1229 ","Esquici, Lorenzo","$4,547 ","$3,021 ","$1,526","$5,277"
"1230 ","Opitz, Jannik","$4,539 ","$2,102 ","$2,437","$5,097"
"1231 ","Mbithi, Mwendwa","$4,536 ","$3,642 ",$894,"$16,474"
"1232 ","Mikula, Michal","$4,515 ","$3,372 ","$1,143","$16,325"
"Page 28 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1233 ","Becerra Otarola, Ignacio Antonio","$4,498 ","$3,482 ","$1,016","$5,286"
"1234 ","Kellovsky, Dominik","$4,486 ","$2,248 ","$2,238","$57,952"
"1235 ","Hilderbrand, Trey","$4,485 ","$1,260 ","$3,225","$5,983"
"1236 ","Inui, Yuichiro","$4,478 ","$3,186 ","$1,292","$14,178"
"1237 ","Feldbausch, Kilian","$4,473 ","$4,311 ",$162,"$4,893"
"1238 ","Garcia, Alejandro","$4,463 ","$1,988 ","$2,475","$13,116"
"1239 ","Eqbal, Ishaque","$4,446 ","$3,402 ","$1,044","$7,977"
"1240 ","Tang, Sheng","$4,440 ","$2,226 ","$2,214","$5,712"
"1241 ","Steinegger, Yannik","$4,428 ","$1,897 ","$2,531","$22,433"
"1242 ","Anthrop, Jack","$4,422 ","$3,380 ","$1,042","$5,532"
"1243 ","Jones, Adam","$4,420 ","$2,952 ","$1,468","$9,872"
"1244 ","Goldsteiner, Peter","$4,397 ","$3,077 ","$1,320","$55,887"
"1245 ","Zhukov, Maxim","$4,392 ","$3,920 ",$472,"$6,935"
"1246 ","Maloney, Patrick","$4,389 ","$3,609 ",$780,"$4,389"
"1247 ","Seateun, Nathan","$4,386 ","$3,924 ",$462,"$24,077"
"1248 ","Jenicek, Jiri","$4,376 ","$2,558 ","$1,818","$10,074"
"1249 ","Boureau, Alexis","$4,367 ","$3,713 ",$654,"$13,969"
"1250 ","Cabrera Bello, Inaki","$4,358 ","$3,314 ","$1,044","$4,466"
"1251 ","Viola, Matteo","$4,353 ","$4,274 ",$79,"$821,594"
"1252 ","Juhas, Kristijan","$4,352 ","$3,892 ",$460,"$6,304"
"1253 ","Minin, Matvey","$4,331 ","$3,527 ",$804,"$22,024"
"1254 ","Del Federico, Andrea","$4,329 ","$2,973 ","$1,356","$8,184"
"1255 ","Sakamoto, Pedro","$4,325 ","$2,778 ","$1,547","$157,232"
"1256 ","Llanes, Francisco","$4,324 ","$2,798 ","$1,526","$8,788"
"1257 ","Binda, Alexandr","$4,317 ","$2,358 ","$1,959","$10,903"
"1258 ","Maginley, Jody","$4,313 ","$1,838 ","$2,475","$23,494"
"1259T ","Bayldon, Blake","$4,310 ","$1,782 ","$2,528","$4,310"
"1259T ","Pavlovic, Luka","$4,310 ","$3,208 ","$1,102","$21,285"
"1259T ","Ragazzi, Alessandro","$4,310 ","$3,668 ",$642,"$11,662"
"1262 ","Donders, Dax","$4,298 ","$3,176 ","$1,122","$6,934"
"1263 ","Falcao, Goncalo","$4,295 ","$1,051 ","$3,244","$64,332"
"1264 ","Williams, Cooper","$4,293 ","$2,706 ","$1,587","$4,503"
"1265 ","Goldhoff, George","$4,290 ","$780 ","$3,510","$18,671"
"1266 ","Gola, Andrea","$4,282 ","$3,316 ",$966,"$7,898"
"1267 ","Brady, Patrick","$4,280 ","$3,010 ","$1,270","$4,280"
"1268 ","Brigida, Omar","$4,274 ","$3,176 ","$1,098","$7,373"
"1269 ","Neff, Adam","$4,265 ","$2,330 ","$1,935","$4,525"
"1270 ","Catanzariti, A.J.","$4,262 ","$3,368 ",$894,"$16,654"
"1271 ","Kijametovic, Aziz","$4,259 ","$3,815 ",$444,"$14,020"
"1272 ","Poullain, Lucas","$4,240 ","$3,746 ",$494,"$40,536"
"1273T ","Novansky, Michal","$4,238 ","$3,010 ","$1,228","$7,735"
"1273T ","Vylegzhanin, Nikolay","$4,238 ","$4,094 ",$144,"$8,204"
"1275 ","Zhang, Ze","$4,236 ","$2,301 ","$1,935","$1,106,768"
"1276 ","Martinez, Mateo Nicolas","$4,235 ","$2,320 ","$1,915","$91,485"
"Page 29 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1277 ","Benitez Chavarriaga, Juan Manuel","$4,221 ","$3,503 ",$718,"$37,025"
"1278 ","King, Darian","$4,210 ","$3,610 ",$600,"$646,480"
"1279 ","Roelofse, Ruan","$4,206 ","$260 ","$3,946","$227,109"
"1280 ","Shin, Maxim","$4,168 ","$2,767 ","$1,401","$4,168"
"1281 ","Hess, Sean","$4,162 ","$2,286 ","$1,876","$6,758"
"1282 ","Hannestad, Benjamin","$4,136 ","$1,466 ","$2,670","$13,114"
"1283 ","Szajrych, Jasza","$4,134 ","$3,350 ",$784,"$4,860"
"1284 ","Nidunjianzan, Fnu","$4,133 ","$3,669 ",$464,"$4,133"
"1285 ","Hurrion, Millen","$4,115 ","$2,750 ","$1,365","$9,849"
"1286 ","Braswell, Micah","$4,110 ","$3,860 ",$250,"$5,140"
"1287 ","Andaloro, Fabrizio","$4,098 ","$3,306 ",$792,"$6,203"
"1288 ","Midon, Lautaro","$4,087 ","$3,503 ",$584,"$4,527"
"1289 ","Barun, Bozo","$4,083 ","$2,738 ","$1,345","$6,308"
"1290 ","Yuzuki, Takeru","$4,080 ","$1,302 ","$2,778","$4,956"
"1291 ","Southcombe, Mattias","$4,070 ","$1,660 ","$2,410","$4,958"
"1292 ","Jeong, Yeong-Seok","$4,068 ","$2,579 ","$1,489","$9,372"
"1293 ","Horvat, Roko","$4,054 ","$4,054 ",$0,"$6,646"
"1294 ","Terczynski, Mateusz","$4,046 ","$3,376 ",$670,"$20,533"
"1295 ","Barr, Elbert","$4,037 ","$414 ","$3,623","$4,763"
"1296 ","Abibsi, Mohamed Ali","$4,036 ","$2,230 ","$1,806","$4,594"
"1297 ","Faucon, Romain","$4,014 ","$3,092 ",$922,"$8,326"
"1298 ","Bodmer, Adrian","$4,005 ","$2,946 ","$1,059","$52,160"
"1299 ","Basing, Max","$4,004 ","$3,914 ",$90,"$5,544"
"1300 ","Lo, Chien-hsun","$4,000 ","$3,144 ",$856,"$34,738"
"1301 ","Willis, Marcus","$3,997 ","$0 ","$3,997","$224,211"
"1302 ","Yunis, Facundo","$3,993 ","$3,477 ",$516,"$6,329"
"1303 ","Garcia, Miguel","$3,984 ","$2,934 ","$1,050","$4,468"
"1304 ","Molino, Javier","$3,982 ","$3,184 ",$798,"$6,400"
"1305 ","Nakashima, Bryce","$3,979 ","$2,450 ","$1,529","$4,483"
"1306 ","Lopez Villasenor, Gerardo","$3,975 ","$3,921 ",$54,"$97,237"
"1307 ","Torres, Benjamin","$3,968 ","$3,548 ",$420,"$5,448"
"1308 ","Dominko, Sebastian","$3,965 ","$3,263 ",$702,"$4,223"
"1309 ","Fonseca, Joao","$3,960 ","$3,140 ",$820,"$4,410"
"1310 ","Tresca, Giuseppe","$3,938 ","$3,362 ",$576,"$10,617"
"1311T ","Akkoyun, Umut","$3,932 ","$1,558 ","$2,374","$16,631"
"1311T ","Suzuki, Ko","$3,932 ","$3,164 ",$768,"$18,549"
"1313 ","Somani, Parikshit","$3,915 ","$156 ","$3,759","$5,535"
"1314 ","Zhu, Michael","$3,908 ","$3,692 ",$216,"$40,481"
"1315 ","Tyler, Joe","$3,899 ","$1,518 ","$2,381","$4,733"
"1316 ","Rogic-Hadzalic, Alen","$3,898 ","$2,013 ","$1,885","$16,643"
"1317 ","Ozdemir, S Mert","$3,892 ","$1,376 ","$2,516","$5,711"
"1318 ","Zheng, Baoluo","$3,891 ","$414 ","$3,477","$4,051"
"1319 ","Jin, Jeremy","$3,890 ","$3,460 ",$430,"$3,890"
"1320 ","Ghorbel, Anis","$3,886 ","$0 ","$3,886","$69,276"
"Page 30 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1321 ","Wong, Hong Kit","$3,872 ","$2,528 ","$1,344","$30,110"
"1322 ","Ilkel, Berk","$3,871 ","$2,683 ","$1,188","$9,270"
"1323 ","Temirhanov, Arslanbek","$3,870 ","$2,822 ","$1,048","$3,960"
"1324 ","Blaydes, Billy","$3,862 ","$2,642 ","$1,220","$3,862"
"1325 ","Del Pino, Mateo","$3,850 ","$2,910 ",$940,"$5,130"
"1326 ","Giacomini, Luca","$3,846 ","$3,306 ",$540,"$41,065"
"1327 ","Whiting, Tennyson","$3,837 ","$382 ","$3,455","$5,890"
"1328 ","Gonzalez, Alejandro","$3,835 ","$3,835 ",$0,"$1,156,362"
"1329 ","Trinker, Jonas","$3,824 ","$3,146 ",$678,"$23,382"
"1330 ","Jacq, Gregoire","$3,813 ","$1,432 ","$2,381","$122,031"
"1331 ","Wojcik, Jakub","$3,800 ","$2,914 ",$886,"$6,158"
"1332 ","Banthia, Siddhant","$3,798 ","$1,422 ","$2,376","$13,064"
"1333 ","Rodriguez, Johan Alexander","$3,796 ","$2,776 ","$1,020","$5,705"
"1334T ","Cekirge, Kuzey","$3,786 ","$3,264 ",$522,"$9,424"
"1334T ","Gavrielides, Liam","$3,786 ","$2,535 ","$1,251","$4,612"
"1336 ","Yang, Jimmy","$3,785 ","$1,898 ","$1,887","$4,595"
"1337 ","Jose Ribeiro Lago, Elio","$3,783 ","$2,901 ",$882,"$5,135"
"1338 ","Chung, Hong","$3,776 ","$2,774 ","$1,002","$49,379"
"1339 ","Misasi, Giannicola","$3,774 ","$2,882 ",$892,"$5,246"
"1340 ","Recek, Dominik","$3,766 ","$2,325 ","$1,441","$12,443"
"1341 ","Shin, Sanhui","$3,760 ","$2,344 ","$1,416","$13,548"
"1342 ","Sadaoui, Mehdi","$3,748 ","$3,346 ",$402,"$5,612"
"1343 ","Azoides, Demetris","$3,745 ","$2,056 ","$1,689","$4,839"
"1344 ","Koenig, Luc","$3,740 ","$2,642 ","$1,098","$4,800"
"1345 ","Marrero Curbelo, Ivan","$3,729 ","$2,463 ","$1,266","$17,846"
"1346 ","Ganta, Sai Karteek Reddy","$3,714 ","$780 ","$2,934","$4,080"
"1347 ","Britto, Luis","$3,705 ","$2,280 ","$1,425","$18,569"
"1348 ","Joncour, Ronan","$3,698 ","$2,178 ","$1,520","$52,138"
"1349 ","Zanotti, Alessio","$3,687 ","$1,062 ","$2,625","$4,461"
"1350 ","Scott, Fletcher","$3,682 ","$2,680 ","$1,002","$9,446"
"1351 ","Matsumura, Ryotero","$3,681 ","$3,243 ",$438,"$7,547"
"1352 ","Bradshaw, Jacob","$3,679 ","$3,679 ",$0,"$3,679"
"1353 ","Sakellaridis, Dimitris","$3,674 ","$0 ","$3,674","$3,824"
"1354 ","Antonescu, Vasile","$3,671 ","$2,443 ","$1,228","$69,113"
"1355 ","Papoe, Radu Mihai","$3,668 ","$3,476 ",$192,"$6,870"
"1356 ","Sueoka, Yamato","$3,662 ","$1,964 ","$1,698","$4,370"
"1357 ","Schnaitter, Jakob","$3,650 ","$2,392 ","$1,258","$6,337"
"1358 ","Pontico, Hugo","$3,649 ","$3,393 ",$256,"$26,759"
"1359 ","Barreiros Reyes, Mateo","$3,634 ","$2,650 ",$984,"$7,632"
"1360 ","Turker, Mert Naci","$3,630 ","$1,628 ","$2,002","$28,519"
"1361 ","Jermar, Jan","$3,617 ","$1,060 ","$2,557","$6,757"
"1362 ","Ward IV, Emmett","$3,612 ","$2,574 ","$1,038","$7,968"
"1363 ","Reco, Alexandre","$3,610 ","$1,981 ","$1,629","$8,615"
"1364 ","Brunold, Mika","$3,603 ","$3,405 ",$198,"$4,903"
"Page 31 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1365 ","Broska, Florian","$3,589 ","$3,025 ",$564,"$5,775"
"1366 ","Salton, Dylan","$3,584 ","$2,570 ","$1,014","$8,853"
"1367 ","Reynolds, Finn","$3,579 ","$1,764 ","$1,815","$5,074"
"1368 ","Hasson, Jordan","$3,568 ","$3,202 ",$366,"$19,424"
"1369 ","Safranek, Vaclav","$3,563 ","$3,295 ",$268,"$295,470"
"1370T ","Perez, Brandon","$3,554 ","$1,712 ","$1,842","$8,450"
"1370T ","Tsarapkin, Egor","$3,554 ","$1,834 ","$1,720","$4,178"
"1372 ","Paty, Daniel","$3,552 ","$1,958 ","$1,594","$7,586"
"1373 ","Genov, Anthony","$3,549 ","$1,764 ","$1,785","$5,603"
"1374 ","Ciavarella, Niccolò","$3,535 ","$2,419 ","$1,116","$3,717"
"1375 ","Chanta, Thanapet","$3,534 ","$2,945 ",$589,"$9,720"
"1376 ","Petrov, Alexander","$3,528 ","$3,240 ",$288,"$3,780"
"1377 ","Jang, Yunseok","$3,527 ","$2,895 ",$632,"$3,737"
"1378 ","Baris, Ozan","$3,522 ","$2,616 ",$906,"$5,014"
"1379 ","Mackinlay, James","$3,520 ","$260 ","$3,260","$4,754"
"1380 ","Ortenzi, Gian Marco","$3,499 ","$3,091 ",$408,"$8,747"
"1381 ","Ross, Gianni","$3,495 ","$3,495 ",$0,"$11,605"
"1382 ","Sebesta, Jan","$3,493 ","$2,833 ",$660,"$4,970"
"1383 ","Dutra Silva, Rogerio","$3,480 ","$0 ","$3,480","$1,854,319"
"1384 ","Murphy, Brandon","$3,476 ","$3,314 ",$162,"$5,138"
"1385 ","Sun, Qian","$3,471 ","$1,734 ","$1,737","$3,723"
"1386 ","Hamza Reguig, Samir","$3,470 ","$2,588 ",$882,"$4,304"
"1387 ","Hanzlik, Cash","$3,465 ","$3,117 ",$348,"$3,877"
"1388 ","La Vela, Giuseppe","$3,462 ","$2,744 ",$718,"$5,776"
"1389 ","Ginat, Roi","$3,456 ","$2,884 ",$572,"$8,910"
"1390 ","Li, Majun","$3,451 ","$1,554 ","$1,897","$3,451"
"1391 ","Trinh, Linh Giang","$3,446 ","$2,392 ","$1,054","$9,844"
"1392 ","Rossi, Leonardo","$3,444 ","$2,250 ","$1,194","$3,654"
"1393 ","Novikov, Dennis","$3,441 ","$1,406 ","$2,035","$660,596"
"1394 ","Vojinovic, Lazar","$3,412 ","$2,336 ","$1,076","$4,858"
"1395 ","Gimenez, Julián","$3,399 ","$2,723 ",$676,"$6,467"
"1396 ","Pena, Enrique","$3,397 ","$2,391 ","$1,006","$4,759"
"1397 ","Leote Prata, Martim","$3,389 ","$1,794 ","$1,595","$11,704"
"1398 ","Castro, Cristobal","$3,382 ","$2,286 ","$1,096","$4,410"
"1399 ","Vanta, Valentin","$3,372 ","$2,684 ",$688,"$13,344"
"1400T ","Maute, Jannik","$3,364 ","$3,054 ",$310,"$3,622"
"1400T ","Simonit, Ezequiel","$3,364 ","$2,944 ",$420,"$4,452"
"1402 ","Calvano, Giovanni","$3,358 ","$3,064 ",$294,"$9,414"
"1403 ","Rivera, Hudson","$3,347 ","$3,293 ",$54,"$3,437"
